B80-2.fastq	B80-5.fastq	LF-5.fastq	B80-4.fastq	LF-6.fastq	B80-3.fastq	LF-2.fastq	LF-1.fastq	B80-1.fastq	LF-4.fastq	LF-3.fastq	B80-6.fastq
OTU_3866	0.48053	0.0	0.45457	0.47368	0.0	0.0	0.48543	0.0	0.0	0.33282	0.62508	0.47165
OTU_4005	0.48053	0.0	0.7997	0.0	0.64628	0.0	0.0	0.44125	0.83637	0.0	0.62508	0.0
OTU_2238	0.48053	0.0	0.0	0.82969	0.0	0.0	0.48543	0.77868	0.83637	0.0	0.34613	0.0
OTU_947	1.1281	2.0713	0.0	1.115	0.0	0.0	0.0	0.44125	2.5143	0.33282	0.62508	0.0
OTU_1196	1.3679	1.1381	0.0	0.0	0.0	0.88582	2.3219	2.8953	0.47796	0.0	0.0	0.0
OTU_4309	0.48053	0.0	1.5119	1.3531	0.35903	0.0	0.0	0.44125	0.0	0.33282	1.0598	0.47165
OTU_1695	0.48053	0.0	0.7997	0.47368	0.64628	0.50986	0.0	0.0	0.47796	0.83059	0.62508	0.0
OTU_4229	0.48053	0.48576	0.45457	0.0	0.64628	0.0	0.848	0.0	0.0	0.60307	0.34613	0.47165
OTU_2737	0.48053	0.48576	0.0	0.82969	0.35903	0.50986	0.48543	0.0	0.47796	0.83059	0.0	0.82651
OTU_1595	1.1281	1.3792	0.7997	0.47368	1.2707	0.88582	1.1375	0.77868	0.83637	1.0271	1.6641	0.47165
OTU_2960	0.48053	0.48576	0.7997	0.47368	1.2707	0.50986	0.0	0.0	0.0	0.60307	1.3934	0.47165
OTU_848	1.5735	0.84851	2.2338	2.5975	1.4305	1.6413	0.48543	1.6538	1.3624	1.2	1.0598	1.1111
OTU_1440	0.48053	0.48576	1.3112	0.47368	0.0	1.1838	0.48543	1.052	0.83637	0.33282	0.62508	0.0
OTU_2734	0.84037	0.48576	0.7997	0.0	0.0	0.0	0.0	0.0	0.0	0.33282	0.0	0.47165
OTU_1241	0.48053	0.48576	0.45457	2.1692	1.825	1.9882	1.7655	1.8092	1.1232	1.2	1.6641	1.3487
OTU_3194	0.48053	0.48576	0.45457	0.0	0.0	0.0	0.0	1.2816	0.0	0.0	0.0	0.0
OTU_3591	0.84037	0.0	1.3112	0.0	0.0	0.0	0.848	0.44125	0.0	0.33282	1.0598	0.0
OTU_1408	1.3679	1.1381	1.3112	1.3531	1.4305	0.88582	0.848	0.44125	1.9067	0.83059	1.6641	0.0
OTU_880	1.9133	1.9269	1.6881	1.3531	1.9357	1.6413	2.2016	1.9494	0.83637	1.8459	1.5351	1.5526
OTU_1225	0.48053	0.84851	0.0	1.7363	1.4305	1.6413	1.3785	0.44125	1.1232	1.2	0.34613	1.3487
OTU_2384	0.48053	1.1381	0.7997	0.47368	1.2707	0.88582	1.1375	1.052	0.83637	0.83059	1.2362	0.0
OTU_2693	0.48053	0.0	0.45457	0.0	0.35903	0.50986	0.48543	0.77868	0.0	0.33282	0.34613	0.0
OTU_3143	0.84037	0.84851	0.0	1.115	0.64628	0.88582	0.848	0.44125	0.47796	0.0	0.62508	1.1111
OTU_4300	0.48053	0.48576	0.0	0.82969	0.0	0.50986	0.0	1.2816	0.0	0.33282	0.34613	0.0
OTU_960	1.3679	1.1381	1.845	1.115	1.2707	1.8252	0.848	1.6538	1.1232	2.0404	1.5351	0.82651
OTU_1779	0.48053	0.84851	0.7997	0.82969	0.64628	1.1838	0.0	1.052	0.83637	0.33282	1.5351	0.0
OTU_2012	0.84037	1.3792	1.3112	0.82969	1.5743	1.4306	1.3785	1.052	1.3624	1.2	1.6641	1.1111
OTU_1455	0.84037	1.3792	1.845	0.82969	1.5743	0.88582	1.3785	0.77868	1.1232	1.0271	1.2362	1.5526
OTU_3826	0.48053	0.0	0.0	0.0	0.0	0.0	0.0	0.77868	0.0	0.0	0.34613	0.0
OTU_1884	0.84037	0.84851	0.45457	0.82969	0.64628	0.50986	0.0	1.2816	0.47796	0.60307	1.2362	0.47165
OTU_2357	0.48053	1.3792	0.0	0.47368	0.35903	0.50986	0.48543	0.44125	0.47796	0.0	0.0	0.82651
OTU_992	1.5735	0.84851	2.1155	1.7363	2.9601	1.4306	2.3219	2.5871	2.5143	2.8535	2.9595	2.1636
OTU_2281	0.84037	1.3792	0.0	0.0	1.2707	0.0	1.1375	1.2816	0.0	0.33282	1.5351	0.47165
OTU_3368	0.48053	0.0	0.0	0.47368	0.35903	0.0	0.0	0.0	0.0	0.0	0.34613	0.0
OTU_1085	0.84037	0.84851	0.45457	1.7363	0.88573	0.88582	1.7655	1.4797	1.1232	1.6209	0.85874	2.0334
OTU_2437	0.48053	0.84851	0.0	0.47368	1.091	0.50986	1.1375	1.2816	0.0	0.83059	1.0598	1.1111
OTU_2307	0.48053	0.48576	0.7997	0.0	0.0	0.0	0.0	0.0	0.47796	0.60307	0.62508	0.0
OTU_1892	1.1281	1.1381	1.078	0.47368	0.64628	0.0	0.0	0.77868	0.83637	0.33282	0.34613	0.47165
OTU_2667	1.1281	1.3792	0.45457	1.5574	0.88573	1.1838	1.1375	1.4797	1.1232	1.3544	1.7826	0.82651
OTU_2468	0.84037	0.0	0.0	0.0	0.64628	0.0	0.48543	0.44125	0.47796	0.60307	0.34613	1.1111
OTU_1571	0.84037	0.84851	1.845	1.7363	1.5743	0.50986	2.0704	0.77868	1.1232	1.8459	0.85874	1.3487
OTU_2203	1.1281	0.0	0.7997	0.47368	0.64628	0.50986	0.0	0.0	0.0	1.0271	0.0	1.1111
OTU_2866	1.1281	0.48576	2.3431	1.8955	1.091	0.50986	0.48543	1.2816	0.47796	1.0271	1.0598	0.47165
OTU_4349	0.48053	0.0	0.0	0.82969	0.0	0.0	0.0	0.0	0.47796	1.0271	1.2362	0.0
OTU_1606	0.48053	0.0	0.7997	0.0	0.88573	1.1838	0.0	1.2816	0.47796	1.0271	0.34613	0.0
OTU_1617	0.84037	0.48576	1.078	0.0	0.35903	1.1838	0.0	0.77868	0.47796	0.60307	0.0	0.47165
OTU_3645	0.48053	0.0	0.0	0.0	0.0	0.0	0.0	0.44125	0.0	0.0	0.62508	0.0
OTU_2856	0.48053	0.84851	0.45457	0.47368	0.64628	0.50986	0.48543	0.77868	1.1232	0.83059	1.7826	0.82651
OTU_1317	1.1281	0.48576	1.5119	0.0	1.5743	0.50986	0.848	1.8092	1.1232	1.2	0.85874	0.47165
OTU_2932	0.48053	0.0	0.7997	0.47368	0.0	0.88582	0.48543	0.0	0.0	0.60307	0.62508	0.47165
OTU_2344	0.84037	0.48576	0.45457	1.3531	0.64628	0.0	1.1375	0.77868	1.1232	0.33282	1.3934	0.0
OTU_3345	0.84037	0.0	0.0	0.82969	0.64628	0.50986	0.848	0.77868	1.1232	0.33282	0.85874	0.0
OTU_3220	0.48053	0.84851	0.7997	0.47368	0.0	0.50986	0.0	0.44125	0.47796	0.83059	0.85874	0.47165
OTU_2474	1.3679	1.9269	1.5119	0.47368	1.5743	0.50986	0.48543	0.77868	1.5675	0.83059	1.3934	0.82651
OTU_4242	1.3679	0.48576	0.7997	1.7363	0.64628	0.88582	0.0	0.0	0.83637	1.3544	1.5351	0.47165
OTU_4375	0.48053	0.0	0.0	0.82969	0.0	0.0	0.0	0.0	0.47796	0.0	0.0	0.0
OTU_3599	0.84037	0.0	0.45457	0.0	0.35903	0.0	0.48543	0.44125	0.47796	0.0	0.0	0.0
OTU_2373	1.3679	1.9269	1.6881	0.82969	1.4305	0.50986	0.0	1.8092	0.0	1.3544	2.1779	0.82651
OTU_1017	0.84037	1.5857	1.3112	0.82969	0.0	1.4306	0.848	1.6538	1.747	1.2	0.85874	0.47165
OTU_1984	1.1281	0.0	2.4448	0.82969	2.2245	1.6413	0.848	0.0	0.0	1.4938	1.5351	0.82651
OTU_2036	0.48053	0.0	0.45457	0.47368	0.64628	0.50986	0.0	0.77868	0.47796	0.60307	0.62508	0.0
OTU_2114	1.3679	0.84851	0.45457	0.82969	1.2707	1.1838	0.0	2.1947	0.83637	1.3544	1.3934	0.47165
OTU_2689	0.48053	0.0	0.0	1.3531	0.88573	0.88582	0.0	0.44125	0.47796	0.60307	0.34613	0.47165
OTU_2044	0.48053	0.48576	0.45457	0.0	0.64628	0.50986	0.0	0.0	1.9067	0.0	1.0598	0.0
OTU_2169	0.84037	0.84851	0.7997	0.0	0.88573	0.0	0.0	0.0	0.0	0.0	1.0598	0.47165
OTU_4186	0.84037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34613	0.0
OTU_4389	2.1882	1.5857	1.3112	1.5574	1.7051	2.1346	1.7655	1.6538	1.1232	1.7378	1.3934	1.5526
OTU_3221	0.48053	0.48576	0.0	1.115	0.35903	0.0	0.0	0.0	0.0	0.60307	0.0	0.0
OTU_4080	0.48053	0.0	0.0	0.0	0.0	1.4306	0.0	0.0	0.47796	0.0	0.0	0.47165
OTU_1234	1.1281	0.0	1.5119	0.82969	1.825	0.0	0.0	1.9494	0.83637	1.7378	1.3934	0.82651
OTU_3713	1.1281	0.84851	1.078	0.0	0.88573	0.0	1.3785	0.77868	1.1232	1.0271	0.62508	0.47165
OTU_1578	1.1281	0.48576	0.45457	0.82969	0.35903	0.50986	0.48543	0.44125	0.0	0.83059	0.34613	0.82651
OTU_3696	0.84037	0.48576	0.45457	0.82969	0.35903	1.8252	0.0	0.0	1.1232	0.0	0.34613	0.0
OTU_1825	0.48053	0.0	0.45457	0.47368	0.0	0.50986	0.48543	1.8092	1.1232	0.33282	0.62508	1.3487
OTU_601	1.7534	2.2025	2.1155	3.1331	2.3092	2.8794	2.7225	2.4042	2.6102	2.5035	1.892	2.283
OTU_2077	1.1281	0.0	0.7997	1.115	0.64628	0.88582	0.48543	1.052	0.47796	0.33282	0.85874	0.0
OTU_3003	0.48053	0.48576	0.7997	0.47368	0.88573	0.50986	0.0	0.44125	0.0	0.33282	0.62508	0.82651
OTU_1923	0.48053	0.48576	0.0	0.47368	0.64628	0.0	1.3785	0.44125	0.0	0.33282	0.0	1.1111
OTU_4275	0.84037	0.0	0.0	0.82969	0.35903	0.88582	0.0	0.0	0.83637	0.83059	0.34613	0.82651
OTU_1470	1.1281	1.5857	0.0	3.0677	0.0	1.9882	0.0	0.44125	0.0	0.0	0.0	1.1111
OTU_2076	1.3679	1.1381	1.3112	1.3531	0.64628	0.50986	0.0	0.0	0.83637	1.0271	1.0598	0.82651
OTU_1488	1.3679	1.9269	0.0	0.82969	1.7051	0.50986	0.848	0.77868	1.1232	0.33282	1.5351	1.3487
OTU_2486	1.1281	0.48576	0.45457	0.0	0.88573	0.0	0.848	0.77868	1.1232	0.60307	0.62508	0.0
OTU_2087	0.48053	0.84851	0.0	0.0	0.64628	0.50986	0.0	0.44125	0.0	1.0271	0.62508	0.47165
OTU_1389	1.1281	1.1381	1.078	0.47368	0.88573	0.0	0.48543	1.2816	0.83637	0.60307	0.85874	0.82651
OTU_1343	0.48053	0.48576	1.078	0.82969	1.2707	0.88582	0.848	0.77868	0.0	1.8459	0.34613	0.82651
OTU_2652	0.84037	1.1381	1.5119	1.115	1.825	0.88582	1.1375	1.6538	1.5675	1.3544	1.9937	1.3487
OTU_4276	1.1281	0.48576	0.0	0.0	0.64628	0.0	0.0	0.0	0.0	0.33282	0.0	0.0
OTU_1738	1.1281	0.84851	1.9866	1.115	1.4305	0.50986	1.1375	1.052	1.747	2.4359	0.85874	0.82651
OTU_1122	0.48053	1.7663	1.078	1.115	1.2707	1.1838	1.1375	0.0	1.1232	1.0271	1.2362	0.47165
OTU_3357	0.48053	0.48576	0.45457	0.47368	0.35903	0.0	0.48543	0.0	0.0	0.33282	0.0	0.47165
OTU_1969	0.48053	0.0	1.078	1.115	0.88573	0.88582	1.1375	0.77868	0.0	1.4938	1.0598	1.1111
OTU_1590	0.84037	0.84851	1.6881	0.47368	0.88573	1.1838	0.848	1.4797	0.47796	0.33282	1.0598	0.82651
OTU_4254	0.48053	0.48576	0.45457	0.0	0.35903	0.0	0.848	0.0	0.47796	0.33282	0.0	0.0
OTU_4230	0.48053	0.0	0.0	0.0	0.35903	0.0	0.0	0.77868	0.47796	0.0	0.0	0.47165
OTU_3290	0.84037	0.0	0.45457	0.47368	0.35903	0.50986	0.48543	0.44125	0.0	0.0	0.34613	0.47165
OTU_2889	0.48053	0.0	0.0	0.0	0.0	0.0	0.0	0.44125	0.0	0.0	0.34613	0.0
OTU_1218	0.84037	1.5857	1.078	1.5574	0.64628	0.88582	0.848	2.1947	1.3624	1.3544	1.2362	1.1111
OTU_1728	0.84037	0.48576	1.078	1.115	0.35903	0.0	0.848	1.2816	1.1232	0.60307	0.85874	0.82651
OTU_3500	0.84037	0.48576	0.7997	0.0	0.35903	0.0	0.48543	0.77868	0.0	0.83059	0.62508	0.0
OTU_4181	0.84037	0.84851	1.3112	1.3531	2.2245	2.6057	1.1375	0.77868	2.7848	1.3544	1.0598	2.0334
OTU_836	0.48053	0.48576	1.3112	1.5574	0.35903	4.7473	0.0	1.2816	2.5143	0.0	0.34613	0.47165
OTU_1519	1.1281	1.9269	1.845	1.115	0.88573	0.50986	1.926	1.2816	0.0	1.0271	1.2362	0.82651
OTU_4234	0.48053	0.0	0.7997	0.47368	0.0	0.0	1.3785	0.77868	0.47796	1.0271	1.0598	0.82651
OTU_1524	0.84037	0.84851	0.45457	1.115	0.35903	0.50986	0.48543	0.0	0.0	0.60307	0.34613	0.47165
OTU_2893	0.48053	0.0	0.45457	0.82969	0.88573	0.0	0.48543	0.44125	0.0	0.0	0.0	0.47165
OTU_942	0.48053	0.48576	1.5119	1.3531	0.0	1.1838	1.3785	1.2816	0.47796	1.0271	0.85874	0.82651
OTU_1456	0.84037	0.48576	1.3112	1.3531	0.88573	0.0	0.848	0.77868	1.1232	1.2	1.892	1.1111
OTU_2523	0.48053	0.0	1.078	0.0	0.35903	0.0	0.0	0.44125	0.47796	0.33282	0.62508	0.0
OTU_1168	0.84037	1.3792	1.5119	1.115	2.0385	2.1346	1.585	1.4797	1.1232	1.6209	1.892	1.1111
OTU_1250	0.84037	0.48576	0.45457	1.7363	1.7051	1.4306	0.848	0.77868	0.83637	1.0271	0.34613	1.3487
OTU_1024	1.3679	0.84851	1.3112	1.7363	0.88573	1.9882	1.1375	1.2816	0.83637	1.3544	1.2362	1.8902
OTU_2894	0.84037	0.84851	0.0	0.0	0.0	0.50986	0.48543	0.0	0.47796	0.0	0.0	0.0
OTU_1958	0.48053	0.0	0.7997	0.47368	0.35903	0.50986	0.0	1.2816	0.0	0.33282	0.85874	0.82651
OTU_1577	0.84037	0.0	1.078	1.115	0.64628	1.1838	0.48543	0.44125	0.47796	0.83059	0.62508	1.3487
OTU_3405	0.48053	0.84851	0.45457	0.0	0.64628	0.50986	0.848	0.44125	0.47796	0.0	0.0	0.0
OTU_4106	0.48053	0.0	0.45457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.62508	0.0
OTU_1235	0.84037	2.6332	0.45457	0.82969	0.64628	1.6413	0.0	1.6538	2.4116	0.0	0.62508	0.82651
OTU_2742	0.48053	0.48576	0.0	0.0	0.0	0.0	0.0	0.44125	1.1232	0.33282	0.0	0.47165
OTU_979	1.9133	2.0713	2.6288	2.5018	2.2245	1.4306	2.433	2.1947	1.747	1.8459	2.621	0.0
OTU_1818	0.48053	0.48576	1.078	0.47368	1.2707	1.9882	1.3785	1.4797	0.83637	0.83059	0.34613	0.47165
OTU_905	1.3679	1.1381	1.5119	0.0	1.5743	1.4306	0.0	0.0	0.47796	1.3544	1.0598	0.47165
OTU_2246	1.1281	0.84851	1.5119	0.82969	0.64628	0.0	1.1375	0.44125	0.0	1.3544	1.0598	0.0
OTU_2931	0.84037	0.0	0.0	0.0	0.0	0.0	0.0	0.44125	0.0	0.0	0.34613	0.47165
OTU_4388	0.48053	0.0	0.45457	0.0	0.0	0.0	0.0	1.2816	0.0	0.0	0.0	0.0
OTU_2271	0.84037	0.0	0.0	1.115	0.0	0.50986	0.0	0.0	0.0	0.33282	0.85874	0.0
OTU_4398	0.48053	0.48576	0.0	0.0	0.0	0.50986	0.0	0.0	0.0	0.33282	0.34613	0.0
OTU_2810	0.48053	0.0	0.7997	0.0	0.0	0.0	0.0	0.77868	0.0	0.60307	0.62508	0.0
OTU_2425	1.1281	1.1381	0.0	0.47368	0.35903	0.0	0.0	0.0	0.47796	1.0271	0.0	0.47165
OTU_4424	0.48053	0.0	0.0	0.0	0.0	0.0	0.0	0.77868	0.0	0.0	0.0	0.0
OTU_4346	0.84037	0.0	0.7997	0.47368	0.0	0.0	0.0	0.77868	0.47796	0.33282	0.34613	0.0
OTU_709	2.3082	2.4339	0.7997	1.7363	1.825	1.1838	2.2016	1.6538	1.3624	1.3544	1.3934	2.921
OTU_4114	0.48053	0.0	0.45457	0.0	0.0	0.0	0.48543	0.0	0.0	0.60307	0.34613	0.47165
OTU_3012	0.48053	0.84851	0.45457	0.47368	0.64628	1.1838	0.48543	1.4797	0.47796	0.83059	1.0598	0.47165
OTU_869	0.48053	0.48576	2.2338	1.115	1.825	1.6413	0.848	1.2816	1.1232	1.6209	1.5351	0.82651
OTU_2146	0.48053	0.48576	0.7997	0.82969	1.2707	0.0	0.0	1.2816	0.0	1.0271	0.62508	1.1111
OTU_1496	1.1281	0.0	0.45457	0.47368	0.0	0.0	0.0	1.052	0.0	1.2	0.34613	0.82651
OTU_4036	0.84037	0.0	0.7997	0.0	0.0	0.0	0.848	0.77868	0.0	0.60307	0.34613	0.82651
OTU_2362	0.84037	1.1381	1.9866	0.47368	1.091	1.1838	0.48543	1.6538	1.3624	0.83059	0.85874	0.0
OTU_1893	0.48053	1.1381	1.078	0.82969	0.88573	0.50986	0.0	0.44125	0.0	0.83059	0.85874	0.0
OTU_1084	0.48053	0.48576	0.0	1.115	1.7051	2.1346	1.1375	1.052	0.47796	0.33282	0.34613	1.7313
OTU_2393	0.48053	0.48576	1.078	0.82969	0.64628	1.4306	0.848	1.8092	0.0	1.0271	0.62508	0.47165
OTU_1743	0.48053	0.0	0.45457	1.115	1.091	1.6413	1.1375	0.44125	0.0	0.33282	0.62508	0.82651
OTU_3644	0.48053	0.0	0.7997	0.47368	0.0	0.0	0.0	0.44125	0.0	0.0	0.0	0.0
OTU_1805	0.48053	1.3792	0.0	0.47368	0.88573	0.50986	0.0	0.44125	0.83637	0.0	0.62508	0.82651
OTU_1989	0.48053	0.0	1.078	0.47368	1.2707	0.88582	0.0	0.0	1.1232	0.83059	0.85874	0.0
OTU_3211	1.1281	1.5857	0.7997	1.115	0.64628	0.88582	0.48543	1.052	0.47796	1.3544	1.3934	0.47165
OTU_1572	0.84037	1.1381	0.7997	0.0	0.64628	0.0	0.0	0.44125	1.1232	0.83059	0.34613	0.82651
OTU_1490	0.84037	0.48576	0.7997	1.115	0.64628	0.50986	0.48543	1.8092	0.83637	1.4938	1.6641	0.47165
OTU_1604	0.48053	1.1381	0.7997	1.5574	0.0	0.0	0.48543	0.44125	0.47796	0.0	0.34613	0.47165
OTU_1772	0.84037	0.84851	1.5119	1.5574	1.091	0.50986	0.848	0.44125	0.47796	0.83059	1.0598	0.82651
OTU_4147	1.1281	0.48576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47165
OTU_3237	0.48053	0.84851	0.45457	0.0	0.35903	0.50986	0.0	0.0	0.47796	0.33282	0.0	0.82651
OTU_2927	0.48053	0.0	0.45457	0.0	0.64628	0.88582	0.48543	0.0	0.0	0.33282	0.62508	0.47165
OTU_1752	0.84037	0.84851	0.45457	0.82969	1.9357	1.4306	1.3785	1.4797	1.9067	1.0271	1.0598	1.1111
OTU_2888	0.84037	0.0	0.45457	0.0	0.35903	0.0	0.48543	0.0	0.47796	0.0	0.0	0.0
OTU_2843	0.48053	0.84851	0.7997	0.82969	1.2707	0.88582	0.0	0.77868	1.9067	1.2	0.85874	0.82651
OTU_2952	0.48053	0.84851	0.45457	0.82969	0.64628	0.88582	0.48543	0.44125	0.0	0.0	1.0598	0.0
OTU_3663	0.48053	0.0	0.0	0.0	1.091	0.50986	0.0	0.44125	0.47796	0.33282	0.34613	0.0
OTU_2162	1.1281	0.0	0.0	0.82969	1.4305	0.0	0.48543	0.0	0.0	0.0	0.0	0.0
OTU_1911	0.48053	1.7663	0.7997	0.82969	0.88573	0.0	0.848	0.44125	0.83637	0.60307	0.85874	1.5526
OTU_2915	0.84037	0.0	0.0	0.0	0.64628	0.0	0.48543	0.44125	0.0	0.0	0.62508	0.0
OTU_2912	0.84037	0.48576	0.0	0.0	0.0	0.0	0.0	0.0	0.47796	0.0	0.34613	0.0
OTU_2301	0.48053	0.0	1.5119	0.47368	0.0	0.0	0.0	0.0	0.0	0.60307	1.0598	0.0
OTU_2908	0.48053	0.0	0.45457	0.0	0.0	0.0	0.0	0.44125	0.0	0.60307	0.0	0.47165
OTU_1123	1.1281	1.7663	1.845	1.3531	1.2707	0.50986	0.848	1.4797	0.0	1.2	0.34613	0.47165
OTU_2533	0.48053	0.48576	1.3112	0.47368	1.091	0.88582	0.48543	0.44125	0.0	0.83059	0.0	0.0
OTU_1251	0.84037	1.1381	0.7997	0.0	1.4305	1.1838	0.848	1.4797	1.1232	1.2	1.2362	1.3487
OTU_2232	0.48053	1.1381	0.45457	0.0	0.35903	0.0	0.848	0.0	1.1232	0.60307	0.34613	0.47165
OTU_1132	1.1281	0.0	1.845	1.7363	1.2707	0.50986	1.1375	1.052	0.83637	0.83059	1.2362	0.82651
OTU_3124	0.84037	0.0	0.45457	0.0	0.64628	0.50986	0.848	1.052	0.0	0.83059	0.85874	1.3487
OTU_889	1.3679	1.5857	0.45457	1.3531	0.64628	0.88582	1.7655	1.052	1.3624	1.2	1.0598	1.5526
OTU_3179	0.48053	1.9269	1.5119	0.47368	1.7051	1.8252	1.7655	0.44125	0.83637	1.8459	2.1779	1.5526
OTU_2244	1.1281	0.0	0.45457	0.47368	0.64628	0.0	0.0	0.44125	1.5675	0.33282	0.62508	0.47165
OTU_3049	0.84037	0.84851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33282	0.34613	0.0
OTU_3171	0.48053	0.0	0.0	0.0	0.0	0.0	0.48543	0.0	0.0	0.60307	1.0598	0.47165
OTU_1130	0.84037	0.48576	1.078	0.82969	1.5743	1.4306	0.48543	0.0	0.83637	0.83059	0.62508	1.1111
OTU_3536	1.1281	1.3792	0.0	0.47368	0.0	0.88582	0.0	0.44125	0.47796	0.0	0.0	0.0
OTU_1290	0.48053	1.1381	0.7997	0.47368	0.35903	0.88582	0.848	1.2816	0.83637	0.60307	1.0598	0.82651
OTU_1564	1.1281	1.5857	1.3112	1.3531	1.2707	1.6413	0.48543	1.8092	2.1811	0.83059	1.3934	1.3487
OTU_1608	0.48053	0.0	0.45457	1.115	0.64628	0.50986	0.48543	0.0	0.47796	1.2	1.0598	0.47165
OTU_1282	0.84037	0.0	1.845	0.82969	0.88573	0.88582	1.3785	0.44125	0.47796	1.3544	0.34613	0.82651
OTU_2851	0.48053	0.0	0.45457	1.5574	0.88573	0.50986	0.48543	1.9494	1.1232	0.60307	1.3934	0.0
OTU_786	0.48053	0.0	1.3112	0.47368	3.328	0.0	2.6323	0.77868	0.83637	1.6209	1.5351	0.0
OTU_2183	0.84037	0.0	0.45457	1.3531	0.64628	0.50986	0.0	0.0	1.1232	0.83059	0.0	0.0
OTU_1239	1.1281	0.0	0.45457	1.3531	1.091	1.4306	0.848	1.6538	0.83637	1.6209	1.892	0.47165
OTU_4245	0.84037	0.0	0.45457	0.0	0.88573	0.50986	0.0	0.44125	0.0	0.33282	0.62508	0.0
OTU_2901	0.48053	1.5857	1.078	0.47368	0.0	0.0	0.848	0.0	0.0	0.0	0.0	0.82651
OTU_1609	0.84037	0.84851	0.0	0.0	0.88573	1.1838	0.0	0.44125	0.83637	0.60307	0.62508	0.0
OTU_2316	0.84037	0.84851	0.7997	0.82969	0.64628	0.0	0.0	0.44125	0.47796	0.60307	0.0	1.3487
OTU_2450	0.84037	0.0	0.0	1.3531	0.64628	0.0	0.0	1.2816	0.83637	0.33282	1.5351	0.47165
OTU_3583	1.3679	1.1381	1.5119	2.2888	0.64628	2.1346	1.1375	0.44125	3.3268	1.2	2.4879	0.47165
OTU_4020	0.48053	0.48576	0.0	0.0	0.35903	0.50986	0.0	0.0	0.0	0.33282	0.34613	0.47165
OTU_2580	0.48053	0.0	0.7997	0.0	1.2707	0.50986	0.48543	1.4797	0.47796	0.83059	1.6641	0.0
OTU_1149	1.1281	0.84851	1.6881	0.47368	0.88573	1.6413	0.848	0.77868	0.47796	1.0271	1.0598	0.82651
OTU_1430	0.48053	0.0	1.078	0.47368	0.35903	0.0	0.0	0.44125	0.83637	1.0271	1.2362	0.47165
OTU_2229	0.48053	0.48576	0.45457	0.47368	0.64628	0.88582	0.0	1.052	0.0	0.83059	0.62508	0.47165
OTU_1566	1.3679	1.7663	2.4448	1.3531	1.091	1.6413	1.585	0.77868	0.83637	0.83059	0.62508	2.283
OTU_1568	0.48053	0.0	0.7997	0.0	0.64628	0.88582	0.848	1.052	0.47796	0.33282	0.34613	0.0
OTU_4274	0.84037	0.48576	0.45457	1.115	0.35903	0.0	0.0	0.44125	0.83637	0.33282	0.85874	0.0
OTU_2043	0.48053	1.1381	1.078	0.47368	0.35903	0.0	0.848	1.052	1.3624	1.0271	0.85874	1.1111
OTU_3572	0.84037	0.0	0.45457	0.0	0.0	0.0	0.0	0.0	0.83637	0.0	0.0	0.0
OTU_1900	0.48053	0.84851	1.5119	1.115	1.4305	0.50986	0.0	1.052	0.0	1.0271	0.85874	0.82651
OTU_1452	0.84037	1.1381	1.078	0.82969	1.7051	1.4306	1.1375	0.0	0.0	0.83059	0.62508	0.82651
OTU_1526	1.3679	0.0	0.45457	1.115	0.35903	1.1838	1.3785	1.2816	1.5675	0.33282	1.7826	0.47165
OTU_3395	0.48053	0.48576	0.0	0.47368	0.35903	0.0	0.0	1.052	0.0	0.33282	0.0	0.47165
OTU_4369	0.48053	0.0	0.0	0.47368	0.0	0.0	0.0	0.44125	0.47796	0.0	0.34613	0.0
OTU_1501	0.48053	0.48576	0.45457	1.5574	1.2707	0.88582	0.48543	1.052	0.83637	1.3544	1.5351	0.47165
OTU_895	1.1281	1.3792	1.3112	0.47368	2.2245	3.9852	1.1375	3.638	3.0126	2.0404	1.892	0.82651
OTU_1219	0.84037	1.3792	1.6881	1.3531	1.9357	0.50986	0.848	1.8092	1.1232	1.0271	0.34613	1.3487
OTU_3950	0.48053	0.0	0.0	0.0	0.0	0.50986	0.0	0.0	0.0	0.0	0.62508	0.0
OTU_2211	0.84037	0.0	0.7997	0.47368	0.35903	0.0	0.848	0.44125	0.83637	0.33282	0.0	0.82651
OTU_1978	1.1281	1.1381	0.45457	1.3531	0.64628	1.1838	0.0	0.0	0.83637	0.60307	0.85874	0.0
OTU_1852	1.1281	0.48576	1.3112	0.82969	0.0	0.50986	0.0	0.44125	0.83637	0.0	0.34613	0.82651
OTU_3503	1.1281	0.48576	1.078	1.3531	1.4305	1.1838	0.48543	1.9494	1.747	1.3544	1.5351	1.1111
OTU_2595	0.84037	0.48576	0.45457	0.47368	0.64628	1.1838	0.48543	0.0	0.0	0.60307	1.0598	0.82651
OTU_4397	0.84037	0.0	0.0	0.47368	0.0	0.0	0.0	0.44125	0.0	0.0	0.34613	0.0
OTU_1425	0.48053	0.48576	1.3112	0.47368	1.4305	0.88582	1.3785	1.052	0.83637	0.60307	1.0598	0.47165
OTU_4378	0.84037	0.0	0.0	0.0	0.0	0.50986	0.0	0.0	0.47796	0.33282	0.0	0.0
OTU_1089	0.84037	1.7663	1.6881	0.0	1.4305	0.50986	1.3785	0.77868	0.0	0.83059	1.5351	1.8902
