B80-2.fastq	B80-5.fastq	LF-5.fastq	B80-4.fastq	LF-6.fastq	B80-3.fastq	LF-2.fastq	LF-1.fastq	B80-1.fastq	LF-4.fastq	LF-3.fastq	B80-6.fastq
OTU_1150	0.0	0.48576	0.7997	1.3531	1.5743	0.0	0.48543	1.4797	0.47796	0.60307	0.85874	1.3487
OTU_2829	0.0	0.48576	0.45457	0.0	0.35903	0.50986	0.48543	0.0	0.83637	0.0	0.62508	0.0
OTU_970	0.0	1.1381	1.6881	1.3531	1.4305	1.1838	1.1375	0.44125	1.5675	1.6209	0.85874	1.1111
OTU_2738	0.0	0.48576	0.45457	1.115	1.091	0.0	0.848	0.77868	0.0	1.3544	0.62508	0.0
OTU_2010	0.0	0.48576	0.7997	0.47368	0.64628	1.1838	0.0	0.77868	0.83637	0.83059	0.85874	1.1111
OTU_3452	0.0	0.48576	0.45457	0.0	0.0	0.50986	0.0	1.052	0.0	1.0271	0.0	0.0
OTU_2848	0.0	0.84851	0.0	0.82969	0.0	0.50986	0.48543	0.0	0.0	0.33282	0.62508	0.0
OTU_3100	0.0	0.48576	0.0	0.0	0.35903	0.0	0.0	0.0	0.0	0.33282	0.0	0.0
OTU_3735	0.0	0.48576	0.0	0.82969	0.0	0.50986	0.0	0.77868	0.0	0.33282	0.34613	0.47165
OTU_1924	0.0	0.48576	1.078	0.47368	0.0	1.1838	0.848	0.77868	0.83637	0.60307	0.62508	0.82651
OTU_4160	0.0	0.48576	0.0	0.0	0.0	0.0	0.48543	0.44125	0.47796	0.33282	0.85874	0.47165
OTU_2729	0.0	0.48576	0.45457	0.47368	0.35903	0.50986	0.48543	0.44125	0.0	0.33282	0.34613	0.47165
OTU_1419	0.0	0.84851	0.45457	1.3531	1.091	0.88582	1.1375	0.77868	0.83637	0.33282	0.62508	1.7313
OTU_4347	0.0	0.48576	0.45457	1.5574	0.35903	0.88582	1.585	0.44125	0.83637	1.2	0.0	1.1111
OTU_1837	0.0	0.84851	0.45457	0.47368	1.2707	0.0	0.48543	0.44125	1.747	1.7378	1.6641	0.82651
OTU_2332	0.0	0.48576	1.5119	0.0	0.0	0.0	0.0	1.052	0.0	0.83059	0.85874	0.82651
OTU_4194	0.0	0.48576	0.0	0.47368	0.35903	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_3902	0.0	0.48576	0.0	0.0	0.0	0.0	0.848	0.44125	0.0	0.83059	0.62508	0.0
OTU_1744	0.0	0.48576	0.0	0.0	0.0	0.0	0.48543	0.44125	0.0	0.33282	1.0598	0.47165
OTU_1642	0.0	1.1381	0.45457	0.82969	0.0	0.50986	0.48543	0.44125	0.0	0.0	0.0	1.1111
OTU_3164	0.0	0.48576	0.0	0.0	0.0	0.0	0.48543	0.0	0.0	0.33282	0.34613	0.0
OTU_3423	0.0	0.48576	0.0	0.0	0.88573	0.50986	0.848	0.0	0.47796	0.0	0.85874	0.47165
OTU_1596	0.0	0.48576	2.5397	0.82969	0.0	0.0	0.0	1.4797	0.47796	0.0	0.85874	0.0
OTU_4103	0.0	0.48576	0.45457	0.82969	0.35903	0.50986	0.848	1.052	0.83637	0.83059	0.62508	1.1111
OTU_3407	0.0	0.48576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34613	0.47165
OTU_3170	0.0	0.84851	0.0	0.0	0.35903	0.0	0.848	1.052	0.0	0.33282	0.62508	0.0
OTU_2095	0.0	0.84851	0.45457	0.82969	0.64628	0.50986	0.0	1.6538	0.47796	1.0271	1.3934	0.47165
OTU_1437	0.0	0.48576	1.078	0.0	1.2707	0.50986	0.848	1.9494	1.3624	0.60307	1.0598	0.0
OTU_3138	0.0	0.48576	0.0	0.0	0.0	0.0	0.0	0.44125	0.0	0.60307	0.34613	0.0
OTU_2854	0.0	0.48576	0.0	0.82969	0.35903	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_3158	0.0	0.48576	0.0	0.47368	0.0	0.0	0.0	0.44125	0.0	0.0	0.0	0.0
OTU_3161	0.0	0.48576	0.0	0.47368	0.35903	0.0	0.0	1.052	0.0	0.0	0.0	0.0
OTU_2455	0.0	0.84851	0.0	0.0	0.35903	0.0	0.0	1.4797	0.0	0.0	0.34613	0.0
OTU_3155	0.0	0.48576	0.45457	0.0	0.35903	0.0	0.0	0.0	0.0	0.0	0.0	0.47165
OTU_4258	0.0	0.48576	0.45457	0.47368	0.0	0.0	0.0	0.77868	0.47796	0.60307	0.62508	0.47165
OTU_2607	0.0	0.48576	1.5119	0.0	0.0	0.0	0.0	0.44125	0.47796	0.33282	0.0	0.47165
OTU_3933	0.0	0.84851	0.0	0.82969	0.35903	0.0	0.0	0.77868	0.47796	0.60307	0.62508	0.47165
OTU_3958	0.0	0.48576	0.0	0.47368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_1370	0.0	1.1381	0.45457	0.47368	0.64628	0.0	1.7655	0.77868	1.1232	0.60307	0.0	0.47165
OTU_4053	0.0	0.48576	0.0	0.0	0.88573	0.0	0.0	1.052	0.0	0.83059	0.62508	0.47165
OTU_1733	0.0	0.48576	0.45457	1.5574	1.091	0.0	0.848	1.052	1.3624	0.60307	0.85874	2.0334
OTU_4199	0.0	0.48576	0.0	0.47368	0.0	0.50986	0.0	0.44125	0.0	0.0	0.0	0.0
OTU_3949	0.0	0.48576	0.0	0.0	0.35903	0.0	0.0	0.0	0.0	0.33282	0.0	0.0
OTU_1877	0.0	0.48576	0.45457	1.115	0.35903	1.1838	0.848	1.2816	0.47796	0.60307	0.62508	1.1111
OTU_3813	0.0	0.48576	0.0	0.47368	0.64628	0.0	1.1375	0.44125	0.47796	0.0	0.0	0.0
OTU_2408	0.0	0.48576	0.0	0.0	0.0	1.1838	0.0	1.4797	0.47796	0.33282	1.0598	0.0
OTU_2443	0.0	0.48576	0.0	0.47368	0.64628	0.50986	0.0	0.44125	0.0	0.33282	0.34613	0.0
OTU_4048	0.0	0.48576	0.0	0.0	0.0	0.88582	0.0	0.44125	0.0	0.33282	0.0	0.0
OTU_3937	0.0	0.48576	0.0	0.0	0.0	0.0	0.0	0.0	0.47796	0.0	0.0	0.0
OTU_1560	0.0	1.1381	1.078	0.0	0.35903	0.0	0.848	1.052	0.0	0.83059	0.85874	0.47165
OTU_3932	0.0	0.84851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_1473	0.0	0.48576	0.7997	0.82969	1.5743	0.50986	0.48543	1.052	1.1232	0.60307	1.5351	1.5526
OTU_2351	0.0	0.48576	0.45457	0.0	0.35903	0.50986	0.848	0.77868	0.0	0.60307	0.0	0.0
OTU_3195	0.0	0.48576	1.5119	0.82969	0.88573	0.88582	1.3785	0.44125	0.83637	0.60307	0.34613	1.3487
OTU_1555	0.0	0.48576	1.5119	0.0	1.091	0.88582	0.848	0.77868	0.0	1.0271	1.3934	0.82651
OTU_3353	0.0	0.48576	0.0	0.0	0.0	0.0	0.48543	0.77868	0.0	0.33282	0.0	0.0
OTU_1652	0.0	0.48576	1.5119	0.82969	0.35903	0.0	0.0	1.2816	0.47796	0.83059	0.34613	0.0
OTU_3152	0.0	0.84851	0.0	0.0	0.64628	0.0	0.0	0.0	0.0	0.60307	0.0	0.0
OTU_2270	0.0	0.84851	0.0	0.0	0.0	0.0	0.0	1.2816	0.0	0.0	0.34613	1.1111
OTU_2972	0.0	0.48576	0.0	0.0	0.0	0.50986	0.0	0.0	0.47796	0.60307	0.85874	0.0
OTU_2214	0.0	1.5857	0.0	0.82969	0.0	0.0	1.1375	1.9494	0.0	0.60307	0.34613	1.1111
OTU_3101	0.0	0.48576	0.0	0.0	0.0	0.88582	0.0	0.44125	0.0	0.33282	0.34613	0.47165
OTU_3975	0.0	0.84851	1.078	0.47368	0.35903	0.0	0.848	0.44125	0.47796	0.60307	0.62508	0.0
OTU_3986	0.0	0.48576	0.0	0.0	0.35903	0.0	0.0	0.0	0.0	0.60307	0.34613	0.0
OTU_2069	0.0	0.48576	0.7997	0.0	0.0	0.0	0.0	0.44125	0.0	0.33282	0.62508	0.0
OTU_3991	0.0	0.48576	0.0	0.47368	0.35903	0.50986	0.48543	0.44125	0.0	0.0	0.62508	0.47165
OTU_4001	0.0	0.48576	0.0	0.47368	0.0	0.0	0.0	0.0	0.0	0.0	0.62508	0.0
OTU_950	0.0	1.1381	0.45457	1.115	0.35903	1.6413	1.3785	1.6538	1.747	0.60307	0.62508	0.47165
OTU_3275	0.0	0.48576	1.3112	0.0	1.7051	0.0	1.1375	1.9494	0.0	1.2	0.34613	0.82651
OTU_2671	0.0	0.48576	0.7997	0.0	0.0	1.1838	0.48543	0.0	0.0	0.0	0.62508	0.0
OTU_2798	0.0	0.84851	0.45457	0.0	0.35903	0.0	0.0	0.0	0.0	0.33282	0.62508	0.0
OTU_2052	0.0	0.48576	0.45457	0.0	0.64628	0.0	0.48543	1.052	0.0	0.0	0.62508	0.0
OTU_2870	0.0	0.48576	0.0	0.0	0.64628	0.50986	0.48543	0.0	0.0	0.33282	0.0	0.0
OTU_3564	0.0	0.48576	1.078	0.47368	0.64628	0.50986	0.48543	0.0	0.0	0.0	0.0	0.82651
OTU_4101	0.0	0.48576	0.0	0.47368	0.0	0.50986	0.0	0.77868	0.47796	0.33282	0.0	0.47165
OTU_3287	0.0	0.48576	0.0	0.47368	0.0	0.0	0.0	0.44125	0.0	0.0	0.0	0.0
OTU_3976	0.0	0.48576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34613	0.0
OTU_1982	0.0	0.48576	0.0	0.0	0.0	0.0	0.48543	0.0	0.0	1.2	1.0598	0.0
OTU_3893	0.0	0.48576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33282	0.34613	0.0
OTU_2419	0.0	0.48576	0.45457	1.115	1.2707	0.50986	0.48543	1.052	0.0	0.83059	1.0598	1.1111
OTU_2046	0.0	0.48576	0.45457	0.47368	0.88573	0.0	1.3785	0.44125	0.83637	0.83059	0.85874	0.47165
OTU_2199	0.0	0.48576	1.078	1.3531	0.88573	1.1838	0.0	0.0	0.83637	1.2	0.62508	0.47165
OTU_4104	0.0	0.48576	0.0	0.0	0.35903	0.0	0.0	0.77868	0.47796	0.83059	0.34613	0.82651
OTU_4287	0.0	0.84851	0.45457	1.3531	0.35903	0.0	1.1375	0.0	0.47796	0.0	0.0	0.0
OTU_4169	0.0	0.48576	0.0	0.47368	0.0	0.0	0.48543	0.0	0.0	0.33282	0.34613	0.0
OTU_4286	0.0	0.48576	0.0	0.0	0.0	0.50986	0.0	1.052	0.0	0.33282	1.2362	0.0
OTU_2876	0.0	0.48576	0.0	0.0	0.0	0.0	0.0	0.0	0.83637	0.60307	0.0	0.0
OTU_3545	0.0	0.48576	0.0	0.47368	0.88573	0.0	0.0	0.44125	0.0	0.0	0.0	0.0
OTU_3887	0.0	0.48576	0.0	0.82969	0.35903	0.0	0.48543	0.0	0.47796	0.0	0.62508	0.0
OTU_3131	0.0	0.48576	0.0	0.0	0.35903	2.1346	0.0	0.0	0.0	0.0	0.0	0.47165
OTU_3081	0.0	0.48576	0.0	0.0	0.88573	0.50986	0.0	0.44125	0.0	0.0	0.0	0.0
OTU_2685	0.0	0.48576	0.0	0.82969	0.35903	0.0	0.0	0.0	0.47796	0.33282	0.34613	0.0
OTU_2083	0.0	0.48576	1.5119	0.82969	1.091	0.50986	0.848	1.052	0.0	0.0	1.3934	0.0
OTU_3320	0.0	0.48576	1.078	0.47368	0.64628	0.0	0.48543	0.77868	0.47796	0.60307	1.0598	0.0
OTU_2744	0.0	0.48576	0.0	0.47368	0.35903	0.50986	0.0	0.44125	0.0	1.0271	0.34613	0.82651
OTU_3780	0.0	0.48576	0.0	0.0	0.35903	0.0	0.0	0.44125	0.47796	0.33282	0.0	0.0
OTU_1739	0.0	0.48576	0.45457	0.47368	1.091	0.0	1.7655	1.2816	1.3624	0.60307	0.34613	0.47165
OTU_2832	0.0	0.48576	0.0	0.0	0.88573	0.0	0.0	1.2816	0.47796	0.0	0.34613	0.47165
OTU_3141	0.0	0.48576	1.078	0.47368	0.64628	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_2733	0.0	0.48576	0.45457	0.82969	0.35903	0.0	0.0	0.44125	0.83637	0.33282	0.34613	0.47165
OTU_2598	0.0	0.48576	0.0	0.47368	0.0	0.0	0.48543	0.0	0.83637	0.33282	0.0	0.47165
OTU_3150	0.0	0.48576	0.45457	1.115	0.0	0.0	0.0	0.44125	0.83637	0.0	0.34613	0.0
OTU_2223	0.0	0.84851	0.7997	0.47368	0.35903	0.0	0.0	0.77868	1.1232	0.33282	1.6641	0.47165
OTU_1792	0.0	0.84851	0.45457	0.0	0.64628	0.88582	0.48543	0.44125	0.47796	0.83059	1.6641	0.47165
OTU_3437	0.0	0.48576	1.3112	0.47368	0.35903	0.0	0.0	0.0	0.0	0.83059	0.0	0.0
OTU_3323	0.0	0.48576	0.45457	0.82969	0.88573	0.0	0.0	0.0	0.0	0.60307	0.0	0.0
OTU_2491	0.0	0.48576	0.0	0.0	0.35903	0.50986	0.0	0.44125	0.47796	0.0	1.0598	0.47165
OTU_1334	0.0	0.84851	1.078	0.47368	0.35903	0.88582	0.848	1.6538	1.1232	0.60307	1.0598	1.1111
OTU_3172	0.0	0.48576	0.45457	0.0	0.88573	0.50986	0.0	0.0	0.47796	0.33282	0.62508	0.0
OTU_2864	0.0	0.48576	0.0	0.0	0.35903	0.0	0.0	0.0	0.0	0.60307	0.34613	0.0
OTU_3349	0.0	0.48576	0.0	0.47368	0.64628	0.0	0.0	0.44125	0.0	0.33282	0.34613	0.47165
OTU_1833	0.0	0.48576	0.45457	1.115	0.88573	0.50986	0.848	0.0	0.47796	0.0	1.3934	0.0
OTU_2821	0.0	0.48576	0.45457	0.0	1.2707	0.0	0.0	0.0	0.0	0.33282	0.0	0.0
OTU_2363	0.0	0.48576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1636
OTU_4075	0.0	0.48576	0.45457	0.0	0.35903	0.0	0.48543	0.44125	0.0	0.0	0.0	0.0
OTU_2869	0.0	0.48576	0.7997	0.47368	0.0	0.50986	0.848	0.0	0.0	0.0	0.0	0.47165
OTU_2381	0.0	0.48576	0.7997	0.0	0.88573	0.88582	0.48543	0.0	0.0	0.33282	0.85874	0.0
OTU_2161	0.0	0.48576	0.45457	0.47368	0.64628	1.1838	0.848	0.44125	0.0	0.83059	1.0598	0.0
OTU_4428	0.0	0.48576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33282	0.85874	0.0
OTU_2725	0.0	0.48576	0.0	0.0	0.64628	0.0	0.0	0.77868	0.0	0.0	0.62508	0.47165
OTU_2048	0.0	0.48576	0.0	0.47368	0.0	0.0	0.0	0.0	0.83637	0.0	0.34613	0.0
OTU_2650	0.0	0.48576	1.5119	0.47368	0.0	0.0	0.48543	0.44125	0.47796	0.60307	0.62508	0.47165
OTU_3009	0.0	0.48576	0.0	0.0	1.091	0.0	0.0	0.0	0.0	0.33282	0.34613	0.0
OTU_4071	0.0	0.48576	0.0	0.0	0.0	0.50986	0.0	0.0	0.0	0.0	0.34613	0.0
OTU_1098	0.0	0.48576	3.914	0.82969	0.0	0.50986	0.0	0.44125	0.47796	0.0	0.34613	0.0
OTU_3833	0.0	0.48576	0.7997	0.0	0.0	0.0	0.0	0.44125	0.0	0.33282	0.34613	0.0
OTU_3310	0.0	0.48576	0.0	0.0	0.0	0.0	0.848	0.44125	0.47796	0.33282	0.0	0.82651
OTU_2601	0.0	0.48576	0.0	0.0	0.35903	0.0	0.0	0.0	0.0	1.0271	0.0	0.0
OTU_4298	0.0	0.48576	0.0	0.0	0.0	0.0	0.848	0.44125	0.0	0.0	0.0	0.0
OTU_2713	0.0	0.48576	1.5119	0.0	0.0	0.0	0.0	1.2816	0.0	0.33282	0.0	0.47165
OTU_2590	0.0	0.48576	0.7997	0.0	1.091	0.0	0.48543	1.052	0.47796	1.7378	0.85874	0.47165
OTU_2459	0.0	0.48576	0.45457	0.0	0.0	0.88582	0.0	0.0	0.47796	0.0	0.34613	0.0
OTU_2778	0.0	0.48576	0.0	0.47368	0.64628	0.50986	0.0	0.77868	0.83637	0.0	1.2362	0.0
OTU_1961	0.0	0.48576	0.45457	1.5574	0.35903	2.5016	0.0	1.8092	0.83637	0.60307	0.0	0.0
OTU_1681	0.0	0.48576	0.7997	0.47368	0.88573	0.88582	0.848	1.052	0.47796	0.33282	0.34613	0.82651
OTU_1891	0.0	0.48576	0.45457	1.115	0.88573	0.88582	0.0	0.44125	0.47796	0.0	1.2362	0.0
OTU_2544	0.0	0.48576	0.7997	0.47368	0.0	0.0	0.0	0.44125	0.0	0.0	0.85874	0.82651
OTU_3771	0.0	0.48576	1.3112	0.0	0.64628	0.0	0.48543	0.0	0.0	0.0	0.34613	0.0
OTU_2672	0.0	0.48576	0.45457	0.47368	0.0	0.0	0.48543	0.44125	0.0	0.0	0.34613	0.82651
OTU_1697	0.0	0.48576	0.7997	0.47368	0.88573	0.0	1.585	0.77868	0.47796	0.83059	0.62508	0.47165
OTU_4025	0.0	0.48576	0.0	0.47368	0.0	0.0	0.0	0.0	0.47796	0.0	0.62508	0.0
OTU_4026	0.0	0.48576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33282	0.0	0.0
OTU_3068	0.0	0.48576	0.0	0.0	0.0	0.50986	0.0	0.77868	0.0	0.0	0.34613	0.47165
OTU_2789	0.0	0.84851	0.7997	0.47368	0.64628	0.0	0.848	0.77868	0.0	0.0	0.34613	0.47165
OTU_2793	0.0	0.48576	0.0	0.47368	0.35903	0.50986	0.0	0.0	0.47796	0.33282	0.34613	0.0
OTU_2831	0.0	0.48576	1.3112	0.47368	1.7051	0.50986	0.848	1.4797	1.1232	0.83059	0.62508	0.47165
OTU_2726	0.0	0.48576	0.7997	0.47368	0.88573	0.0	0.48543	0.0	0.47796	0.0	0.85874	0.0
OTU_1651	0.0	0.48576	1.078	1.8955	0.35903	0.50986	0.0	1.052	0.0	0.83059	0.85874	0.47165
OTU_4422	0.0	0.48576	0.0	0.82969	0.0	0.50986	0.48543	0.77868	0.0	0.0	0.62508	0.0
OTU_1786	0.0	0.48576	0.7997	0.0	1.091	0.0	0.48543	0.0	0.47796	0.33282	0.62508	0.0
OTU_3750	0.0	0.48576	0.7997	0.82969	0.0	0.0	0.0	0.0	0.0	0.33282	0.34613	0.47165
OTU_1067	0.0	1.1381	2.5397	0.0	1.091	0.50986	1.1375	2.4042	0.83637	0.83059	1.5351	0.47165
OTU_4015	0.0	0.48576	0.0	0.47368	0.0	0.0	0.0	0.44125	0.0	0.33282	0.0	0.0
OTU_2642	0.0	0.48576	0.45457	0.82969	0.64628	0.0	1.1375	0.0	0.0	0.60307	0.0	0.47165
OTU_724	0.0	0.48576	2.8672	2.9273	0.88573	0.0	0.0	3.9024	0.47796	2.1287	1.7826	0.82651
OTU_2315	0.0	0.48576	0.45457	0.47368	0.35903	0.50986	0.0	1.052	0.83637	0.60307	0.62508	1.1111
OTU_4182	0.0	0.48576	0.0	0.0	0.88573	0.0	0.0	0.0	0.0	0.33282	0.0	0.0
OTU_2236	0.0	0.48576	0.7997	0.0	0.35903	0.0	0.0	0.44125	0.0	0.0	1.0598	0.0
OTU_4060	0.0	0.48576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34613	0.0
OTU_3023	0.0	0.48576	0.0	0.47368	0.35903	0.0	0.0	0.0	0.0	0.83059	0.34613	0.0
OTU_2141	0.0	0.48576	1.078	1.3531	1.2707	0.0	0.48543	1.2816	0.0	0.60307	1.6641	0.82651
OTU_3979	0.0	0.48576	0.0	0.47368	0.35903	0.0	0.0	0.0	0.0	0.0	0.85874	0.0
OTU_4037	0.0	0.48576	0.45457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34613	0.82651
OTU_4035	0.0	0.48576	0.0	0.0	0.0	0.0	0.0	1.052	0.0	0.0	0.0	0.0
OTU_4042	0.0	0.48576	0.0	0.0	0.88573	0.50986	0.848	0.0	0.83637	0.33282	0.0	0.0
OTU_1784	0.0	0.48576	0.45457	1.3531	1.9357	0.50986	0.48543	1.052	0.47796	0.83059	1.5351	1.1111
OTU_2104	0.0	0.48576	1.6881	0.47368	0.35903	0.88582	1.3785	0.44125	0.47796	0.33282	0.0	1.1111
OTU_4149	0.0	0.48576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.60307	0.62508	0.0
OTU_1814	0.0	0.48576	0.45457	0.0	1.4305	0.50986	0.0	0.77868	1.747	1.2	0.62508	0.0
OTU_3090	0.0	0.48576	0.45457	0.47368	1.825	0.0	0.848	1.052	0.0	0.0	0.34613	0.0
OTU_1673	0.0	0.0	1.078	0.0	0.35903	0.50986	0.0	0.77868	0.0	0.33282	0.0	0.82651
OTU_3026	0.0	0.0	0.45457	0.47368	0.35903	0.50986	0.0	0.44125	0.0	0.60307	0.34613	0.0
OTU_4021	0.0	0.0	0.45457	0.0	0.0	0.0	0.0	0.77868	0.0	0.0	0.0	0.0
OTU_3413	0.0	0.0	0.45457	0.0	0.64628	0.0	0.48543	0.0	0.0	0.60307	0.34613	0.47165
OTU_1770	0.0	0.0	0.45457	0.47368	0.35903	0.0	0.0	1.052	0.47796	0.0	0.0	0.82651
OTU_3630	0.0	0.0	0.45457	0.82969	0.35903	0.0	0.48543	0.77868	0.0	0.83059	1.0598	0.82651
OTU_1885	0.0	0.0	0.7997	0.0	1.4305	0.0	0.0	0.0	0.47796	1.0271	1.2362	0.47165
OTU_3631	0.0	0.0	0.45457	0.0	0.0	0.0	0.0	0.77868	0.0	0.33282	0.34613	0.47165
OTU_2561	0.0	0.0	0.45457	1.3531	0.64628	0.88582	0.848	0.44125	0.47796	0.0	1.3934	0.82651
OTU_3633	0.0	0.0	0.7997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_584	0.0	0.0	6.1346	0.47368	0.0	0.0	0.48543	0.0	0.0	0.33282	0.0	0.0
OTU_2828	0.0	0.0	0.45457	0.0	0.0	1.4306	0.0	0.77868	0.0	0.33282	0.0	0.0
OTU_2813	0.0	0.0	0.7997	0.0	0.35903	0.0	0.0	0.0	0.0	0.0	0.34613	0.0
OTU_1585	0.0	0.0	3.8413	0.0	0.64628	0.0	0.0	1.4797	0.0	0.0	0.0	0.0
OTU_2272	0.0	0.0	1.078	0.47368	0.64628	0.0	2.3219	0.44125	1.747	0.0	0.85874	0.47165
OTU_3872	0.0	0.0	0.7997	0.82969	0.35903	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_2762	0.0	0.0	1.078	0.82969	0.35903	0.88582	0.848	0.77868	0.47796	0.33282	1.0598	0.82651
OTU_1936	0.0	0.0	1.5119	0.47368	0.88573	1.1838	0.0	1.052	0.83637	0.60307	0.0	0.0
OTU_2024	0.0	0.0	0.45457	0.82969	0.0	0.0	0.0	0.0	0.0	0.33282	0.0	0.47165
OTU_2555	0.0	0.0	0.7997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3934	0.0
OTU_3701	0.0	0.0	0.45457	0.0	0.0	0.0	0.0	0.44125	0.0	0.33282	0.0	0.0
OTU_2826	0.0	0.0	0.45457	0.82969	0.64628	0.50986	0.0	0.44125	0.0	0.33282	1.5351	0.47165
OTU_1829	0.0	0.0	1.3112	0.0	0.88573	0.0	0.848	0.0	0.0	0.33282	0.0	0.47165
OTU_4277	0.0	0.0	0.45457	0.82969	0.0	0.0	0.0	0.0	0.0	0.33282	0.62508	0.0
OTU_2808	0.0	0.0	1.3112	0.0	0.88573	0.0	0.848	0.44125	0.0	0.60307	0.85874	0.0
OTU_2349	0.0	0.0	0.45457	0.0	0.35903	0.50986	0.0	0.0	0.0	0.83059	0.0	0.0
OTU_2072	0.0	0.0	0.45457	0.82969	0.64628	1.1838	0.0	0.44125	0.83637	1.4938	0.34613	1.3487
OTU_3710	0.0	0.0	0.45457	0.0	0.0	0.50986	0.0	0.77868	0.0	0.0	0.0	0.0
OTU_1261	0.0	0.0	1.078	0.47368	1.2707	0.0	0.0	1.052	0.0	0.33282	1.9937	0.0
OTU_3678	0.0	0.0	1.078	0.47368	0.0	0.0	0.0	0.0	0.0	0.83059	0.0	0.0
OTU_3469	0.0	0.0	0.7997	0.47368	0.35903	0.50986	0.0	0.0	0.0	0.33282	0.0	0.82651
OTU_3379	0.0	0.0	1.078	0.0	0.64628	0.0	0.0	0.0	0.0	0.33282	0.34613	0.0
OTU_2485	0.0	0.0	0.45457	0.0	0.0	0.0	0.0	0.44125	0.83637	0.60307	0.34613	0.0
OTU_3686	0.0	0.0	0.7997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34613	0.0
OTU_3688	0.0	0.0	1.845	0.0	0.0	0.0	0.0	0.44125	0.0	0.0	0.0	0.0
OTU_1975	0.0	0.0	0.7997	0.82969	0.35903	0.88582	0.848	1.2816	0.0	0.83059	1.0598	0.0
OTU_2833	0.0	0.0	0.45457	0.0	0.0	0.0	0.0	0.0	0.47796	0.83059	0.34613	1.1111
OTU_3087	0.0	0.0	0.7997	0.47368	0.88573	0.50986	0.0	0.0	0.0	0.60307	0.62508	0.0
OTU_3974	0.0	0.0	0.45457	0.0	1.091	0.50986	0.0	0.0	0.0	0.0	0.34613	0.82651
OTU_3553	0.0	0.0	0.7997	0.0	0.35903	0.0	0.0	0.0	0.47796	0.33282	0.0	0.0
OTU_3679	0.0	0.0	1.3112	0.47368	0.64628	0.0	0.48543	1.052	0.83637	0.60307	1.3934	0.0
OTU_3490	0.0	0.0	0.45457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1111
OTU_3854	0.0	0.0	0.45457	0.0	0.0	0.50986	0.0	0.0	0.0	0.33282	0.85874	0.0
OTU_3340	0.0	0.0	1.3112	0.0	0.35903	0.0	0.48543	0.77868	0.0	0.33282	1.3934	0.0
OTU_3193	0.0	0.0	1.3112	0.0	0.35903	0.88582	0.48543	0.77868	0.47796	1.0271	0.34613	0.82651
OTU_3582	0.0	0.0	1.3112	0.0	0.64628	0.50986	0.48543	1.2816	0.47796	0.0	1.0598	0.0
OTU_3782	0.0	0.0	0.45457	0.47368	0.64628	0.88582	0.848	0.44125	0.0	0.33282	0.34613	0.0
OTU_2597	0.0	0.0	0.7997	0.0	1.091	0.0	0.0	0.0	0.83637	0.60307	0.85874	0.0
OTU_4059	0.0	0.0	1.078	0.47368	0.64628	0.0	0.0	0.0	0.47796	0.0	0.62508	0.47165
OTU_3563	0.0	0.0	0.7997	0.0	0.0	0.0	0.0	0.44125	0.0	0.0	0.0	0.0
OTU_3791	0.0	0.0	0.7997	1.3531	1.091	0.50986	0.0	0.77868	0.47796	1.4938	1.7826	0.82651
OTU_3555	0.0	0.0	0.7997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_2163	0.0	0.0	1.078	0.47368	0.35903	0.50986	0.48543	0.44125	0.0	1.0271	0.62508	0.0
OTU_1544	0.0	0.0	1.6881	0.0	0.64628	0.88582	0.0	2.3032	0.0	0.83059	0.34613	0.0
OTU_3475	0.0	0.0	0.45457	0.0	0.0	0.50986	0.48543	0.0	0.0	0.0	0.0	0.47165
OTU_1228	0.0	0.0	0.7997	0.0	0.0	0.0	0.0	2.0773	0.0	0.60307	0.0	0.0
OTU_2545	0.0	0.0	1.6881	0.82969	0.88573	1.1838	0.0	1.052	0.47796	0.33282	0.34613	0.47165
OTU_2025	0.0	0.0	1.078	0.47368	0.64628	0.0	1.3785	0.0	0.47796	0.33282	0.62508	0.47165
OTU_2287	0.0	0.0	0.45457	0.0	0.35903	0.0	0.48543	0.44125	0.0	0.60307	0.85874	0.0
