	B8011	B8012	B8013	LF11	LF12	LF13	B8021	B8022	B8023	LF21	LF22	LF23	id
497	80175.09	114603.188	106940.377	152978.64	191196.139	158072.753	54189.539	45902.77	53806.748	103852.766	60197.434	60167.257	"N,N-dimethylarginine"
498	1819454.54	2614691.27	1845702.06	7867004.28	8166446.19	9594124.21	5931979.98	5914088.61	7593165.84	7958908.93	4938748.83	5110595.82	Linoleic acid methyl ester
499	0	0	0	0	0	0	0	0	0	25965.166	60858.558	43411.862	unknown
500	58249.789	54610.004	61889.574	0	0	0	0	0	0	0	0	0	"trans-3,5-Dimethoxy-4-hydroxycinnamaldehyde 1"
501	171306.777	162656.905	146120.421	0	0	0	0	0	0	0	0	0	N-Acetyl-beta-D-mannosamine 4
502	0	0	0	0	0	0	0	0	0	558651.929	343109.119	296149.239	Analyte 510
503	0	0	0	441115.64	382945.75	398539.13	118440.387	83678.449	113158.762	263863.458	195042.3675	126221.277	unknown
504	98161.8035	103782.749	92540.858	0	0	0	0	0	0	52630.193	126263.029	15630.301	unknown
505	23031.728	26230.461	23542.505	228411.542	238541.784	246102.69	70497.142	40282.509	61099.033	114003.408	71717.435	79786.299	unknown
506	0	0	0	76312.085	65281.44	77408.425	11342.5825	9169.116	13516.049	0	0	0	unknown
507	7.829	111881.494	112118.51	171169.975	264133.41	241576.279	38463.494	24467.01	52459.978	202985.348	124041.59	134561.785	unknown
508	59888.365	209864.053	201124.116	98874.034	124753.387	106954.67	130279.158	113424.174	153309.056	427528.701	288203.019	262198.352	unknown
509	19594.808	18895.536	18226.566	0	0	0	0	0	0	0	0	0	unknown
510	132619.538	201571.212	162072.874	681884.744	782498.873	772078.015	484392.153	466124.747	571335.477	624385.708	382766.013	429407.063	Analyte 518
511	12084.745	14857.923	17631.101	72812.05	83565.701	89193.544	44891.597	45214.462	63826.859	58293.423	33950.851	46122.137	Analyte 519
512	95898.597	260576.991	257693.067	139545.054	261138.928	200341.991	190669.768	153697.074	219796.538	395164.731	270379.004	260911.675	5-Methoxypsoralen
513	1232313.87	1570810.08	1488079.11	2291140.23	2613811.28	2368294.5	1258915.46	997928.873	1353046.17	1409985.88	884978.974	893790.414	Analyte 521
514	0	0	0	0	0	0	0	0	0	42079.595	38317.7215	34555.848	Analyte 523
515	18445.024	19826.075	17063.973	62087.537	71241.708	61678.435	15709.391	11094.826	16054.633	0	0	0	Analyte 524
516	0	0	0	41403.225	50413.055	40591.161	0	0	0	0	0	0	Isoxanthopterin
517	0	0	0	0	0	0	0	0	0	85672.506	67042.314	69948.016	Analyte 526
518	24409.053	25486.173	22741.216	49327.862	66326.767	61018.119	0	0	0	63634.495	38282.115	35704.473	Analyte 527
519	10103.515	10260.056	9946.974	16421.8	23547.219	27677.081	8373.261	6592.377	10040.667	21294.22	10734.64	10093.24	unknown
520	0	0	0	0	0	0	0	0	0	123867.331	105500.82	104656.464	noradrenaline
521	87769.832	71951.033	65086.934	623880.702	381380.434	455849.288	52854.453	40093.439	49582.962	137310.18	68243.891	72131.087	d-Glucoheptose 2
522	0	0	0	77227.08	68720.822	65612.475	0	0	0	53937.783	26849.842	28006.765	unknown
523	0	0	0	10407.116	9286.8235	8166.531	0	0	0	0	0	0	Octadecanol
524	0	0	0	37045.635	25218.895	29502.558	0	0	0	0	0	0	unknown
525	0	0	0	113513.824	166676.051	144152.199	0	0	0	17726.78	25098.892	25691.527	Analyte 534
526	21738.9785	23240.178	20237.779	89364.296	74272.528	71675.083	19238.618	15209.425	18838.547	42807.395	22292.905	25112.345	unknown
527	0	0	0	115562.567	105946.158	91164.157	0	0	0	0	0	0	unknown
528	0	0	0	15724.369	35627.407	24993.293	0	0	0	26478.933	15888.147	16404.292	Analyte 537
529	0	0	0	16292.264	36153.922	29395.491	0	0	0	18640.573	13718.402	9960.837	"Fructose 2,6-biphosphate degr prod 1"
530	0	0	0	0	0	0	0	0	0	17958.61	11847.944	14903.277	Analyte 539
531	37760.779	40229.186	36932.968	0	0	0	35996.435	24129.758	34608.369	0	0	0	Analyte 540
532	14846.6555	19299.501	10393.81	0	0	0	18339.3655	21106.584	15572.147	0	0	0	Analyte 541
533	5731.665	5063.46	6399.87	0	0	0	0	0	0	0	0	0	unknown
534	0	0	0	5181.837	5162.679	40074.17	1419.869	1801.0535	2182.238	16231.079	15810.337	15389.595	L-kynurenine 1
535	0	0	0	44343.569	100259.81	75619.061	0	0	0	0	0	0	Analyte 544
536	11481.249	11758.195	12473.267	0	0	0	16183.524	12410.826	18259.905	0	0	0	Thioctamide 1
537	109588.529	138716.188	86229.862	450686.308	481866.211	470919.082	200345.986	152240.229	224384.69	670594.723	458902.865	403710.244	unknown
538	0	0	0	7966.331	7619.421	8313.241	0	0	0	5698.949	4049.677	5515.823	"2,4,6-Trihydroxybenzophenone"
539	14462.486	19132.521	17921.768	62224.566	81347.573	65893.935	0	0	0	10540.676	7965.3845	5390.093	3-Hydroxypalmitic acid
540	4742852.16	6715429.28	5925741.94	11304377.4	13269863.6	11296102.3	9912620.84	7575956.62	10547629	13437374.8	7717975.53	8006024.75	spermidine 2
541	24158.528	38771.647	35776.429	28282.521	747.933	29357.033	27997.296	30193.492	32389.688	23213.0805	23315.156	23111.005	5-Hydroxyindole-3-acetic acid 1
542	0	0	0	0	0	0	19322.401	12726.569	16670.571	0	0	0	unknown
543	160957.154	205194.03	159503.867	270033.579	327371.716	231609.936	109624.175	72734.93	116398.462	330908.334	165807.339	175829.745	oleic acid
544	5447.3615	5548.365	5346.358	28443.254	32603.986	25073.246	4540.9135	4738.918	4342.909	22987.663	9443.641	16215.652	Elaidic acid
545	130773.848	129538.251	121887.233	424104.728	436360.354	400653.184	160273.3	123575.22	166765.23	43692.023	25876.31	24964.571	Analyte 554
546	0	0	0	0	0	0	22257.017	24314.565	45358.437	77025.877	49970.196	57513.182	Analyte 555
547	12910.607	13217.443	12603.771	39672.048	54872.888	54056.239	0	0	0	49612.909	32317.673	32673.314	Analyte 556
548	0	0	0	0	0	0	13655.118	16641.11	25477.52	0	0	0	Analyte 557
549	0	0	0	42966.451	54161.7	48564.0755	0	0	0	0	0	0	Analyte 558
550	3571816.35	2631070.52	2687784.33	4591819.31	5193996.37	4503442.09	2261823.5	2227148.42	2220671.85	4144111.48	2478335.15	2800959.5	stearic acid
551	0	0	0	37326.664	41215.776	43096.076	3318.581	2726.34	3022.4605	9127.987	7201.624	5308.833	Analyte 560
552	0	0	0	35763.47	161268.911	198875.483	0	0	0	0	0	0	Analyte 561
553	39822.555	25983.119	26614.217	331059.823	165603.202	268493.919	29179.388	26628.687	25422.809	62201.747	49065.443	44797.552	unknown
554	13405.286	11993.449	12699.3675	0	0	0	49380.417	42352.269	56934.691	107642.2	59655.227	60922.985	pyridoxal phosphate 1
555	28873.488	28151.178	29595.798	46273.144	61071.655	61522.479	13449.353	11533.745	13101.066	27496.381	15500.131	18877.341	Analyte 564
556	0	0	0	54089.327	54546.49	55789.05	0	0	0	0	0	0	Analyte 565
557	46939.346	60528.608	60134.739	106662.502	148751.397	132034.703	22511.81	25639.2295	28766.649	53104.604	28662.166	30682.997	Analyte 566
558	45263.8015	44809.516	45718.087	41035.454	57766.384	47881.977	0	0	0	27713.456	21228.626	14743.796	unknown
559	25829.766	34379.222	38851.323	87138.052	85718.2395	84298.427	17556.452	17554.237	14901.131	37335.2095	34505.194	40165.225	Analyte 568
560	66956.759	128398.035	115211.412	392992.539	483509.83	433645.568	93349.283	72131.156	103278.123	333222.588	161569.008	188594.969	Analyte 569
561	36539.178	58439.014	56428.739	97883.02	103081.325	88626.881	39841.315	38220.003	43915.922	95677.543	40344.923	51360.228	Analyte 570
562	31510.4615	30800.545	32220.378	59655.304	111832.072	103658.626	7329.883	6863.824	16009.092	50529.464	36523.685	50402.003	Analyte 571
563	145873.547	182548.582	161053.382	193775.732	93736.856	85718.46	133497.468	108047.296	140134.278	45105.364	26680.223	31800.296	Analyte 572
564	0	0	0	11406.5845	11744.286	11068.883	1842.419	2550.474	3919.317	8416.512	3739.072	5931.882	fructose-6-phosphate
565	0	0	0	0	0	0	25316.856	21802.935	31633.773	62066.807	30183.981	30379.37	Methyl yellow
566	0	0	0	107568.137	103125.901	59694.916	0	0	0	0	0	0	Analyte 575
567	0	0	0	0	0	0	0	0	0	50117.365	20837.024	33396.223	Phenyl beta-D-glucopyranoside
568	62594.279	427537.213	400713.832	632551.512	903322.047	846344.199	151884.846	131404.786	216653.574	1315706.39	760016.284	800103.012	glucose-6-phosphate 1
569	0	0	0	45559.331	47119.444	46339.3875	0	0	0	0	0	0	Analyte 579
570	12712.064	7367.5505	2023.037	35876.693	17327.115	26601.904	0	0	0	13697.629	4068.939	8883.284	unknown
571	156984.286	210673.848	178599.394	532581.099	609910.507	603569.75	340497.715	320342.101	391288.024	472666.657	239809.203	256703.829	Analyte 581
572	29745.462	25462.692	27604.077	18862.182	24705.133	21835.413	11584.177	10781.52	10345.389	24162.665	12168.785	18165.725	unknown
573	0	0	0	0	0	0	0	0	0	5287.913	3615.3905	1942.868	Analyte 583
574	0	0	0	69795.827	69680.773	75540.347	27696.501	23876.231	40829.954	146255.147	75804.946	81909.013	Analyte 584
575	37385.518	17247.698	11709.371	42480.913	47342.533	37619.293	0	0	0	0	0	0	Analyte 585
576	26152.681	27641.565	24663.797	45754.613	54061.417	60946.79	26088.943	27811.7795	29534.616	52238.811	26634.174	27239.28	Analyte 586
577	0	0	0	31797.269	36681.004	29180.444	8753.053	7974.602	9255	17597.598	10224.279	10509.899	indole-3-acetamide 3
578	0	0	0	0	0	0	46972.407	24797.699	48684.723	0	0	0	Analyte 588
579	17830.1465	22994.732	12665.561	71700.376	109146.474	76227.324	7049.8315	3825.832	10273.831	58113.288	49525.047	37706.488	Analyte 589
580	220762.104	118814.643	169788.3735	191717.059	160886.193	234733.892	101833.372	119200.172	123276.35	251892.855	85374.535	168633.695	Analyte 590
581	0	0	0	0	0	0	8079.073	1771.836	7814.715	31374.598	13142.099	22258.3485	Analyte 591
582	225124.757	199788.948	185109.653	535385.216	577311.837	478252.839	139003.185	101436.008	138813.508	540120.168	245355.84	266147.619	Analyte 592
583	0	0	0	347257.402	700624.695	731958.175	0	0	0	0	0	0	Analyte 593
584	0	0	0	0	0	0	21226.1105	17881.528	24570.693	28727.189	15603.16	15021.107	Analyte 595
585	40733.831	36745.594	32114.335	58463.933	64129.755	58415.95	24327.454	19673.277	25423.129	53888.293	22959.384	27582.642	Analyte 596
586	0	0	0	18435.875	18681.581	18947.326	8917.425	5128.305	8500.653	13175.157	7809.716	7923.407	Analyte 597
587	24442.099	18747.048	13051.997	31514.4305	34963.434	28065.427	12618.385	11622.505	10626.625	23341.316	8730.052	956.364	Analyte 598
588	25611814.7	20221212.7	4780995.11	26593260.9	21214916.2	21192162.6	7189832.66	10994058.7	4038033.58	14023833.2	4928382.16	1353958.49	Analyte 599
589	99350.63	134246.214	64455.046	473279.471	267867.34	352729.795	142519.335	71809.36	66390.378	127127.526	58177.034	61405.634	Analyte 600
590	12084.866	13787.287	10382.445	55262.158	61260.329	60328.779	12602.43	12361.395	13327.128	45194.595	20969.302	25625.309	Analyte 601
591	265033.2935	284400.663	245665.924	236671.603	409992.991	224156.753	156540.5	204461.076	161498.919	315309.333	113543.734	126049.917	2-Indanone
592	0	0	0	97413.747	116721.005	105450.001	0	0	0	102086.041	49312.487	56558.057	Analyte 603
593	7243.743	11906.549	2580.937	6071.891	39929.344	35047.436	0	0	0	0	0	0	Analyte 604
594	0	0	0	95748.309	113456.408	109403.69	0	0	0	108196.131	55523.533	56978.021	unknown
595	0	0	0	100921.269	126022.615	119482.277	13313.607	8783.324	10812.795	202304.585	102316.575	109556.272	Analyte 606
596	0	0	0	109550.576	132345.179	130130.994	0	0	0	0	0	0	Dehydroabietic Acid
597	29365.913	33158.049	25573.777	23828.591	78778.434	52462.888	0	0	0	0	0	0	6-phosphogluconic acid
598	0	0	0	39929.395	53199.468	53158.357	0	0	0	42777.742	22130.831	23650.575	unknown
599	0	0	0	18642.386	18729.039	18555.733	5514.107	4961.618	5237.8625	0	0	0	unknown
600	0	0	0	0	0	0	0	0	0	21511.337	9126.835	8466.509	Analyte 611
601	36234.819	42298.114	30171.524	0	0	0	6592.5605	2604.988	10580.133	0	0	0	Analyte 612
602	0	0	0	23478.188	29515.461	32636.119	0	0	0	0	0	0	Analyte 613
603	0	0	0	66151.7	82060.648	50242.752	0	0	0	0	0	0	Analyte 614
604	36657.778	40053.799	34091.943	95216.55	104624.575	98534.732	32670.297	30978.003	37190.622	71427.911	32507.254	37786.465	Arachidic acid
605	64877.389	48665.98	36975.73	93642.79	189144.218	98163.456	28737.997	34466.498	44072.369	68125.998	33510.777	46786.887	Analyte 616
606	103067.496	111418.742	94716.25	67279.007	77667.7595	88056.512	0	0	0	0	0	0	cytidine-monophosphate degr prod
607	36723.024	73270.784	61355.706	196125.331	228644.677	221838.589	46574.799	37086.673	53289.531	268299.196	140738.906	157715.506	unknown
608	2033984.99	3051572.06	2841119.45	4900202.89	5763342.25	5195825.16	3741694.22	3050149.31	4154425.81	5971522.69	3286875.26	3658176.42	saccharopine 3
609	0	0	0	0	0	0	0	0	0	86954.068	82135.043	91773.093	unknown
610	45223.709	46915.089	43532.329	82665.367	104230.207	94048.63	46303.939	32188.414	46846.279	111371.842	51606.621	59992.797	unknown
611	20544.994	19940.067	21149.921	34872.663	34802.144	34943.182	0	0	0	16329.542	6050.733	11190.1375	uridine 1
612	67534.429	76115.198	66760.08	219811.926	243664.691	227242.72	0	0	0	97329.859	42093.938	55388.66	unknown
613	360406.315	379676.874	346731.974	667020.229	980292.354	828670.193	151698.263	124425.598	162043.587	482267.205	209009.683	265194.47	Neohesperidin
614	128434.835	127569.768	126704.701	0	0	0	239353.133	165369.208	235513.078	0	0	0	DL-dihydrosphingosine 1
615	94971.113	80820.551	71572.874	234360.344	249120.616	239695.326	78807.5905	63488.183	94126.998	173130.572	80944.031	94877.427	unknown
616	42624.28	46835.035	37916.646	93763.969	109786.593	93283.725	9044.265	7545.47	11030.748	25487.593	10056.889	18805.391	unknown
617	160390.523	143260.926	122136.268	379258.857	395190.755	383742.558	92040.426	69283.461	102410.05	200979.57	101894.997	122354.603	unknown
618	0	0	0	56935.116	95569.99	76252.553	0	0	0	51071.024	30961.171	41016.0975	unknown
619	424288.683	695594.419	559951.068	1933900.4	1815494.51	2664701.49	2562594.18	906798.173	1407811.29	3947775.66	1973224.5	2858267.32	Analyte 630
620	44525.2055	45609.044	43441.367	62602.162	65463.965	64033.0635	0	0	0	30473.059	23749.086	17025.113	salicin
621	0	0	0	31438.833	37948.883	33855.843	0	0	0	19760.302	16419.072	13077.842	unknown
622	29333.93	12214.147	15991.228	177385.992	95640.413	152794.489	17017.676	16237.468	18614.365	31196.186	25978.616	32416.209	piceatannol 2
623	9394.503	16428.051	13901.929	18586.054	27953.881	21068.065	7379.731	9925.318	9505.932	19678.613	14554.07	9429.527	Analyte 634
624	86181.275	128585.359	116075.692	504024.046	612292.302	589018.605	152097.445	103741.319	163333.902	645712.296	294730.733	415980.477	Analyte 635
625	45248.559	167948.263	155697.114	582728.964	778770.343	727960.566	164471.011	135373.928	212668.838	1071901.87	614963.631	719041.167	Analyte 636
626	0	0	0	20095.0975	20941.648	19248.547	0	0	0	0	0	0	unknown
627	245709.495	204103.268	170885.321	669100.655	678219.158	614599.934	132488.526	105850.446	123546.503	295389.072	121502.687	154595.392	2-Monopalmitin
628	237029.494	139696.787	123350.401	728155.636	747921.992	729459.681	126896.874	105081.534	120828.884	1974652.77	1121583.69	1407228.58	Dioctyl phthalate
629	0	0	0	238943.701	273749.546	256346.6235	0	0	0	0	0	0	Analyte 640
630	737.908	16448.624	851.088	15391.221	33745.842	35926.668	3964.651	4233.7065	4502.762	51109.174	26560.729	36167.965	Analyte 641
631	34590.2405	35784.798	33395.683	35919.134	71715.35	67347.884	0	0	0	110499.237	61337.739	75217.823	Analyte 642
632	94830.2075	83567.112	106093.303	0	0	0	29351.9835	12542.049	46161.918	0	0	0	Analyte 643
633	50674.695	53328.763	50972.06	129298.005	141704.602	138247.27	32757.623	25761.459	39310.392	64223.96	36845.335	39958.716	unknown
634	4617.416	436.236	1731.817	19282.372	19479.145	20551.457	22589.18	12535.949	26234.405	11964.6175	10969.399	12959.836	Analyte 645
635	0	0	0	0	0	0	22921.185	14829.058	21814.199	0	0	0	androsterone 1
636	866213.518	787473.312	783165.33	1684559.82	2304300.09	1600497.61	539769.417	534383.497	557993.856	1019743.4	585311.443	589455.4	1-Monopalmitin
637	77775.871	63315.835	47764.778	99878.096	104885.765	91264.084	0	0	0	32426.653	25591.953	46849.933	Analyte 648
638	27112.794	91662.014	94773.404	76838.815	148726.757	88078.956	43501.292	64741.094	56544.488	93713.018	50845.087	45181.655	unknown
639	0	0	0	61579.321	67743.199	60464.152	11015.395	12935.8	14856.205	0	0	0	Analyte 650
640	486741.564	413822.514	370802.462	379730.084	406663.575	354911.771	350291.16	240686.27	310884.234	413658.142	195727.129	228555.717	Analyte 651
641	1730285.39	1692405.2	1543705.59	1584869.95	1885981.25	1678700.56	1230532.19	858611.343	1180407.51	2249847.06	1219438.15	1411211.4	Analyte 652
642	0	0	0	0	0	0	78205.169	58597.703	38990.237	114028.041	92211.7025	70395.364	Analyte 653
643	46871.172	77915.635	67491.463	0	0	0	26487.163	21478.234	39188.198	159956.645	85230.927	88016.803	Analyte 654
644	76824.656	84471.876	61361.524	1520457.12	1446069.06	1727907.01	24208.5	21178.905	20923.054	1292802.3	679591.559	651058.483	Analyte 655
645	0	0	0	236934.557	764373.501	468402.987	0	0	0	65480.315	68013.227	99593.921	unknown
646	522386.7965	522883.437	521890.156	327576.442	666458.144	636123.066	159775.487	141683.96	255562.109	393376.156	253342.159	265694.571	Analyte 657
647	944907.202	975160.294	1099187.85	4238120.79	4412264.04	4488052.3	183014.265	156073.514	194723.928	1076403.24	755681.518	577223.693	sucrose
648	52545.478	53771.787	53635.617	68972.684	100570.726	99042.875	40873.778	29559.329	42039.019	53142.316	32093.565	37170.717	unknown
649	877756.39	880949.005	839058.787	1193117.89	1259102.2	1353561.62	596371.939	433685.548	574555.85	1135726.81	684719.495	763670.362	unknown
650	58890.671	80437.379	80604.98	770491.415	902673.814	779737.984	0	0	0	223442.233	126749.633	144874.871	unknown
651	100652.402	90938.066	67570.64	163190.301	278502.434	220846.3675	0	0	0	79606.008	67035.6905	54465.373	Analyte 662
652	34511.579	35400.124	33623.034	0	0	0	12186.95	15464.2405	18741.531	0	0	0	Analyte 663
653	161150.042	134188.405	118336.099	188057.909	222959.12	163088.175	84048.235	59715.988	76900.561	155182.322	88004.023	100524.414	Analyte 664
654	0	0	0	0	0	0	0	0	0	4999.977	4210.766	5789.188	Analyte 665
655	68244.187	60464.837	55467.202	485375.185	561161.081	498128.562	51619.328	31466.368	51566.859	209984.183	124195.067	136220.984	Analyte 666
656	40642.577	42745.472	44848.367	630018.804	719344.508	673241.284	0	0	0	170336.332	99446.265	112786.286	Analyte 667
657	29024.373	25968.941	25824.56	113631.019	114963.537	116296.055	26862.401	23199.085	30618.173	87950.813	45965.437	64922.084	Analyte 668
658	34745.6695	48652.907	20838.432	83821.344	143475.489	111794.555	0	0	0	0	0	0	Behenic acid
659	0	0	0	7598.985	14577.52	16453.197	0	0	0	0	0	0	prostaglandin A2 1
660	144040.767	118137.526	113566.643	287502.189	343032.061	306204.155	111987.718	84861.771	110972.521	193501.925	117530.368	145420.257	unknown
661	0	0	0	619879.888	661987.02	640933.454	0	0	0	532753.467	404667.853	468710.66	Analyte 672
662	0	0	0	0	0	0	24329.878	26601.9825	28874.087	0	0	0	unknown
663	115185.339	101592.425	99847.374	245614.688	291607.508	253415.743	83436.75	62163.357	81494.299	161373.267	103408.958	111062.115	Analyte 674
664	0	0	0	484707.613	558063.122	554243.658	0	0	0	121431.879	84840.952	87684.998	lactose 2
665	0	0	0	0	0	0	0	0	0	162.203	199.1285	236.054	xanthosine
666	0	0	0	125497.779	150054.844	137776.3115	0	0	0	18455.781	17900.5675	17345.354	unknown
667	38616.876	32281.08	34110.505	113241.283	47214.692	80227.9875	0	0	0	0	0	0	unknown
668	214461.82	169246.192	160643.292	396286.604	501732.818	473067.78	61256.467	46451.502	50913.68	123314.527	118633.134	106165.381	Analyte 680
669	64310.329	54822.0445	45333.76	138942.754	173236.84	171130.899	34260.614	25538.817	34282.873	63768.636	50731.685	49801.325	unknown
670	41404.594	20639.769	31022.1815	0	0	0	0	0	0	0	0	0	unknown
671	49036.848	50599.73	47501.001	68876.282	116986.892	108642.089	0	0	0	0	0	0	unknown
672	28339.031	120854.857	124336.264	199101.086	307069.157	315207.843	156701.041	126375.026	181823.512	253352.215	218590.103	202687.262	"5beta-androstane-3,17-dione"
673	307306.847	591517.73	588928.018	971245.753	1325735.29	1302374.84	890733.924	724014.578	934353.182	1101512.86	954587.139	864068.948	unknown
674	76777.554	52620.593	77457.081	145014.083	210170.132	200190.049	56403.488	46800.503	45814.961	0	0	0	cellobiose 2
675	119094.467	110955.874	102817.281	245077.2165	257872.279	232282.154	0	0	0	50269.284	55099.704	45438.864	Lactobionic Acid 1
676	523139.016	512363.249	481412.92	457340.912	563853.222	579262.177	3197749.77	2501288.45	2963635.02	221094.895	188140.159	172319.733	trehalose
677	0	0	0	25486.508	30453.982	38686.082	0	0	0	0	0	0	unknown
678	39375.189	39077.546	28155.906	72727.14	44462.102	100992.178	27245.758	22798.173	27710.945	2184.742	8963.338	9525.972	Sophorose 1
679	0	0	0	131712.195	162050.442	210554.067	0	0	0	0	0	0	unknown
680	388460.106	478379.424	468691.901	866952.36	1195455.01	930410.196	226183.872	256531.676	249261.614	277949.653	254158.588	179191.333	Monostearin
681	31649.3215	31951.65	31346.993	0	0	0	20130.701	21924.099	18337.303	17923.163	18447.833	17398.493	unknown
682	17829.249	39539.966	33444.41	38136.496	51161.75	73159.55	44318.382	33463.528	47245.894	134304.436	124398.433	108181.504	"4',7-dihyroxyflavanone 2"
683	18188.639	19475.374	16901.904	33058.458	54012.72	59060.167	10977.503	12635.578	20296.301	64779.703	59494.34	53160.215	Cetadiol 2
684	56387.3075	60748.409	52026.206	114535.636	199921.327	288270.869	0	0	0	141700.632	139073.66	132453.177	Analyte 696
685	0	0	0	57351.216	63122.0735	68892.931	0	0	0	0	0	0	unknown
686	0	0	0	234329.61	239089.639	261111.076	0	0	0	142372.778	128161.882	114037.814	Gentiobiose 2
687	0	0	0	95962.183	128733.72	98789.097	0	0	0	0	0	0	unknown
688	35874.907	40934.112	30815.702	60240.534	80903.882	39577.186	20213.7955	19000.407	21427.184	0	0	0	Anandamide 2
689	0	0	0	71049.271	59034.436	50155.386	0	0	0	0	0	0	Digalacturonic acid 2
690	69105.332	159079.729	146701.192	200289.836	198918.196	185512.389	0	0	0	53569.202	29875.957	41722.5795	melibiose 2
691	0	0	0	190255.18	97707.143	167594.503	0	0	0	0	0	0	Galactinol 3
692	0	0	0	195234.776	185631.339	150644.453	0	0	0	0	0	0	unknown
693	188454.397	160380.309	216528.485	182957.844	176496.631	189419.057	0	0	0	0	0	0	Analyte 705
694	0	0	0	101665.196	159782.676	165923.074	0	0	0	0	0	0	Analyte 706
695	95278.0185	89389.711	101166.326	231878.739	352358.527	402946.182	40959.644	26281.112	36713.402	61649.678	26979.957	32429.938	Analyte 707
696	0	0	0	16037.322	22964.77	27117.674	0	0	0	0	0	0	Sucrose-6-Phosphate
697	498881.279	789585.321	761071.577	1802612.38	1819159.43	1667103.55	198783.558	162923.708	383290.25	1676639.5	600047.604	714466.61	Analyte 709
698	52355.411	90299.889	67313.979	0	0	0	0	0	0	0	0	0	Analyte 710
699	0	0	0	32257.605	44728.982	46216.915	0	0	0	73441.803	25413.872	33367.867	Analyte 711
700	0	0	0	0	0	0	0	0	0	237651.248	56608.074	147129.661	Analyte 712
701	292488.924	291533.705	468449.722	917250.72	793722.884	642705.344	70109.029	64423.644	170391.243	669700.561	210812.055	151085.166	Analyte 713
702	327671.752	311969.839	390995.405	621986.563	588309.078	534005.584	0	0	0	283252.032	65059.64	37437.589	Analyte 714
703	50805.635	74854.539	82450.172	226317.441	219874.231	174153.167	23847.707	17378.134	14084.239	224282.872	69428.898	69319.166	Analyte 715
704	0	0	0	190877.538	190976.883	184373.709	0	0	0	0	0	0	Analyte 716
705	0	0	0	57790.268	53056.127	21280.955	0	0	0	0	0	0	Analyte 717
706	0	0	0	143375.953	195098.383	201465.653	0	0	0	0	0	0	Analyte 718
707	0	0	0	70519.293	66479.513	67202.043	0	0	0	0	0	0	Analyte 719
708	0	0	0	320039.997	328094.477	312775.891	0	0	0	168295.304	43012.974	105654.139	Analyte 720
